,name,numberOfDims,cpuCompatability,frequency,EccCompatability,wattage(watts),ModelNumber,memory_type,dim_slot_type
1677,Crucial Ballistix 16 GB,2,intel,15,False,3.06,1677,ddr4,DIMM
1678,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,1678,ddr5,DIMM
1679,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,1679,ddr4,DIMM
1680,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,1680,ddr4,DIMM
1681,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,1681,ddr5,DIMM
1682,Team Elite 8 GB,4,amd,22,True,3.06,1682,ddr4,DIMM
1683,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1683,ddr4,DIMM
1684,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,1684,ddr5,DIMM
1685,Crucial Ballistix 32 GB,2,intel,16,False,6.14,1685,ddr5,DIMM
1686,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,1686,ddr5,DIMM
1687,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,1687,ddr4,DIMM
1688,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,1688,ddr5,DIMM
1689,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,1689,ddr5,DIMM
1690,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,1690,ddr5,DIMM
1691,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,1691,ddr4,DIMM
1692,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,1692,ddr5,DIMM
1693,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,1693,ddr5,DIMM
1694,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,1694,ddr4,DIMM
1695,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,1695,ddr4,DIMM
1696,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,1696,ddr4,DIMM
1697,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1697,ddr4,DIMM
1698,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,1698,ddr4,DIMM
1699,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,1699,ddr5,DIMM
1700,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,1700,ddr4,DIMM
1701,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,1701,ddr4,DIMM
1702,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1702,ddr4,DIMM
1703,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,1703,ddr4,DIMM
1704,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,1704,ddr5,DIMM
1705,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1705,ddr4,DIMM
1706,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,1706,ddr4,DIMM
1707,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,1707,ddr5,DIMM
1708,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,1708,ddr5,DIMM
1709,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,1709,ddr4,DIMM
1710,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,1710,ddr5,DIMM
1711,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,1711,ddr4,DIMM
1712,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,1712,ddr5,DIMM
1713,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,1713,ddr4,DIMM
1714,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,1714,ddr4,DIMM
1715,Crucial Ballistix 32 GB,2,intel,16,False,6.14,1715,ddr5,DIMM
1716,G.Skill Aegis 16 GB,2,intel,16,False,3.06,1716,ddr4,DIMM
1717,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,1717,ddr4,DIMM
1718,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,1718,ddr5,DIMM
1719,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,1719,ddr5,DIMM
1720,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,1720,ddr4,DIMM
1721,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,1721,ddr4,DIMM
1722,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,1722,ddr5,DIMM
1723,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,1723,ddr4,DIMM
1724,G.Skill Aegis 8 GB,2,intel,16,False,3.06,1724,ddr4,DIMM
1725,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,1725,ddr4,DIMM
1726,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,1726,ddr5,DIMM
1727,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,1727,ddr5,DIMM
1728,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1728,ddr4,DIMM
1729,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,1729,ddr4,DIMM
1730,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,1730,ddr4,DIMM
1731,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,1731,ddr4,DIMM
1732,Crucial Ballistix 32 GB,2,intel,16,False,6.14,1732,ddr5,DIMM
1733,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,1733,ddr4,DIMM
1734,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1734,ddr4,DIMM
1735,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,1735,ddr4,DIMM
1736,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,1736,ddr5,DIMM
1737,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,1737,ddr4,DIMM
1738,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,1738,ddr4,DIMM
1739,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,1739,ddr5,DIMM
1740,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,1740,ddr4,DIMM
1741,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,1741,ddr4,DIMM
1742,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,1742,ddr4,DIMM
1743,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,1743,ddr4,DIMM
1744,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,1744,ddr4,DIMM
1745,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,1745,ddr5,DIMM
1746,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,1746,ddr5,DIMM
1747,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,1747,ddr4,DIMM
1748,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,1748,ddr4,DIMM
1749,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,1749,ddr4,DIMM
1750,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,1750,ddr4,DIMM
1751,G.Skill Trident Z RGB 64 GB,4,amd,18,True,6.14,1751,ddr5,DIMM
1752,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,1752,ddr5,DIMM
1753,Corsair Vengeance 16 GB,2,intel,9,False,3.06,1753,ddr4,DIMM
1754,Patriot Viper Steel 16 GB,4,amd,19,True,3.06,1754,ddr4,DIMM
1755,G.Skill Trident Z Royal 128 GB,4,amd,18,True,6.14,1755,ddr5,DIMM
1756,G.Skill Trident Z RGB 32 GB,2,intel,16,False,3.06,1756,ddr4,DIMM
1757,Silicon Power SP016GXLZU320BDAJ5 16 GB,2,intel,16,False,3.06,1757,ddr4,DIMM
1758,Corsair Vengeance LPX 8 GB,2,intel,16,False,3.06,1758,ddr4,DIMM
1759,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,1759,ddr4,DIMM
1760,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,1760,ddr4,DIMM
1761,Crucial Ballistix 64 GB,2,intel,16,False,6.14,1761,ddr5,DIMM
1762,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,1762,ddr4,DIMM
1763,Team T-Force Delta RGB 32 GB,2,intel,16,False,6.14,1763,ddr5,DIMM
1764,Corsair Dominator Platinum RGB 32 GB,4,amd,18,True,3.06,1764,ddr4,DIMM
1765,G.Skill Trident Z Neo 32 GB,2,intel,16,False,3.06,1765,ddr4,DIMM
1766,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,1766,ddr4,DIMM
1767,Patriot Signature 1 GB,2,intel,6,False,6.14,1767,ddr5,DIMM
1768,G.Skill Ripjaws V Series 8 GB,2,intel,16,False,6.14,1768,ddr5,DIMM
1769,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,1769,ddr4,DIMM
1770,Patriot Signature Premium 8 GB,4,amd,19,True,6.14,1770,ddr5,DIMM
1771,G.Skill Aegis 4 GB,2,intel,15,False,6.14,1771,ddr5,DIMM
1772,Corsair Vengeance RGB Pro SL 32 GB,4,amd,18,True,6.14,1772,ddr5,DIMM
1773,Team T-Force Delta RGB 16 GB,4,amd,18,True,3.06,1773,ddr4,DIMM
1774,Corsair Vengeance RGB Pro 64 GB,4,amd,18,True,6.14,1774,ddr5,DIMM
1775,Crucial CT64G4LFQ424A 64 GB,4,amd,17,True,6.14,1775,ddr5,DIMM
1776,G.Skill Trident Z RGB 32 GB,4,amd,18,True,6.14,1776,ddr5,DIMM
1777,Crucial Ballistix 16 GB,2,intel,15,False,3.06,1777,ddr4,DIMM
1778,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,1778,ddr5,DIMM
1779,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,1779,ddr4,DIMM
1780,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,1780,ddr4,DIMM
1781,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,1781,ddr5,DIMM
1782,Team Elite 8 GB,4,amd,22,True,3.06,1782,ddr4,DIMM
1783,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1783,ddr4,DIMM
1784,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,1784,ddr5,DIMM
1785,Crucial Ballistix 32 GB,2,intel,16,False,6.14,1785,ddr5,DIMM
1786,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,1786,ddr5,DIMM
1787,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,1787,ddr4,DIMM
1788,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,1788,ddr5,DIMM
1789,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,1789,ddr5,DIMM
1790,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,1790,ddr5,DIMM
1791,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,1791,ddr4,DIMM
1792,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,1792,ddr5,DIMM
1793,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,1793,ddr5,DIMM
1794,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,1794,ddr4,DIMM
1795,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,1795,ddr4,DIMM
1796,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,1796,ddr4,DIMM
1797,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1797,ddr4,DIMM
1798,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,1798,ddr4,DIMM
1799,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,1799,ddr5,DIMM
1800,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,1800,ddr4,DIMM
1801,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,1801,ddr4,DIMM
1802,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1802,ddr4,DIMM
1803,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,1803,ddr4,DIMM
1804,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,1804,ddr5,DIMM
1805,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1805,ddr4,DIMM
1806,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,1806,ddr4,DIMM
1807,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,1807,ddr5,DIMM
1808,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,1808,ddr5,DIMM
1809,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,1809,ddr4,DIMM
1810,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,1810,ddr5,DIMM
1811,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,1811,ddr4,DIMM
1812,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,1812,ddr5,DIMM
1813,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,1813,ddr4,DIMM
1814,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,1814,ddr4,DIMM
1815,Crucial Ballistix 32 GB,2,intel,16,False,6.14,1815,ddr5,DIMM
1816,G.Skill Aegis 16 GB,2,intel,16,False,3.06,1816,ddr4,DIMM
1817,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,1817,ddr4,DIMM
1818,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,1818,ddr5,DIMM
1819,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,1819,ddr5,DIMM
1820,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,1820,ddr4,DIMM
1821,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,1821,ddr4,DIMM
1822,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,1822,ddr5,DIMM
1823,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,1823,ddr4,DIMM
1824,G.Skill Aegis 8 GB,2,intel,16,False,3.06,1824,ddr4,DIMM
1825,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,1825,ddr4,DIMM
1826,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,1826,ddr5,DIMM
1827,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,1827,ddr5,DIMM
1828,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1828,ddr4,DIMM
1829,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,1829,ddr4,DIMM
1830,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,1830,ddr4,DIMM
1831,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,1831,ddr4,DIMM
1832,Crucial Ballistix 32 GB,2,intel,16,False,6.14,1832,ddr5,DIMM
1833,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,1833,ddr4,DIMM
1834,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1834,ddr4,DIMM
1835,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,1835,ddr4,DIMM
1836,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,1836,ddr5,DIMM
1837,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,1837,ddr4,DIMM
1838,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,1838,ddr4,DIMM
1839,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,1839,ddr5,DIMM
1840,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,1840,ddr4,DIMM
1841,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,1841,ddr4,DIMM
1842,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,1842,ddr4,DIMM
1843,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,1843,ddr4,DIMM
1844,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,1844,ddr4,DIMM
1845,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,1845,ddr5,DIMM
1846,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,1846,ddr5,DIMM
1847,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,1847,ddr4,DIMM
1848,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,1848,ddr4,DIMM
1849,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,1849,ddr4,DIMM
1850,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,1850,ddr4,DIMM
1851,G.Skill Trident Z RGB 64 GB,4,amd,18,True,6.14,1851,ddr5,DIMM
1852,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,1852,ddr5,DIMM
1853,Corsair Vengeance 16 GB,2,intel,9,False,3.06,1853,ddr4,DIMM
1854,Patriot Viper Steel 16 GB,4,amd,19,True,3.06,1854,ddr4,DIMM
1855,G.Skill Trident Z Royal 128 GB,4,amd,18,True,6.14,1855,ddr5,DIMM
1856,G.Skill Trident Z RGB 32 GB,2,intel,16,False,3.06,1856,ddr4,DIMM
1857,Silicon Power SP016GXLZU320BDAJ5 16 GB,2,intel,16,False,3.06,1857,ddr4,DIMM
1858,Corsair Vengeance LPX 8 GB,2,intel,16,False,3.06,1858,ddr4,DIMM
1859,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,1859,ddr4,DIMM
1860,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,1860,ddr4,DIMM
1861,Crucial Ballistix 64 GB,2,intel,16,False,6.14,1861,ddr5,DIMM
1862,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,1862,ddr4,DIMM
1863,Team T-Force Delta RGB 32 GB,2,intel,16,False,6.14,1863,ddr5,DIMM
1864,Corsair Dominator Platinum RGB 32 GB,4,amd,18,True,3.06,1864,ddr4,DIMM
1865,G.Skill Trident Z Neo 32 GB,2,intel,16,False,3.06,1865,ddr4,DIMM
1866,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,1866,ddr4,DIMM
1867,Patriot Signature 1 GB,2,intel,6,False,6.14,1867,ddr5,DIMM
1868,G.Skill Ripjaws V Series 8 GB,2,intel,16,False,6.14,1868,ddr5,DIMM
1869,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,1869,ddr4,DIMM
1870,Patriot Signature Premium 8 GB,4,amd,19,True,6.14,1870,ddr5,DIMM
1871,G.Skill Aegis 4 GB,2,intel,15,False,6.14,1871,ddr5,DIMM
1872,Corsair Vengeance RGB Pro SL 32 GB,4,amd,18,True,6.14,1872,ddr5,DIMM
1873,Team T-Force Delta RGB 16 GB,4,amd,18,True,3.06,1873,ddr4,DIMM
1874,Corsair Vengeance RGB Pro 64 GB,4,amd,18,True,6.14,1874,ddr5,DIMM
1875,Crucial CT64G4LFQ424A 64 GB,4,amd,17,True,6.14,1875,ddr5,DIMM
1876,G.Skill Trident Z RGB 32 GB,4,amd,18,True,6.14,1876,ddr5,DIMM
1877,Crucial Ballistix 16 GB,2,intel,15,False,3.06,1877,ddr4,DIMM
1878,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,1878,ddr5,DIMM
1879,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,1879,ddr4,DIMM
1880,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,1880,ddr4,DIMM
1881,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,1881,ddr5,DIMM
1882,Team Elite 8 GB,4,amd,22,True,3.06,1882,ddr4,DIMM
1883,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1883,ddr4,DIMM
1884,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,1884,ddr5,DIMM
1885,Crucial Ballistix 32 GB,2,intel,16,False,6.14,1885,ddr5,DIMM
1886,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,1886,ddr5,DIMM
1887,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,1887,ddr4,DIMM
1888,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,1888,ddr5,DIMM
1889,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,1889,ddr5,DIMM
1890,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,1890,ddr5,DIMM
1891,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,1891,ddr4,DIMM
1892,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,1892,ddr5,DIMM
1893,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,1893,ddr5,DIMM
1894,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,1894,ddr4,DIMM
1895,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,1895,ddr4,DIMM
1896,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,1896,ddr4,DIMM
1897,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1897,ddr4,DIMM
1898,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,1898,ddr4,DIMM
1899,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,1899,ddr5,DIMM
1900,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,1900,ddr4,DIMM
1901,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,1901,ddr4,DIMM
1902,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1902,ddr4,DIMM
1903,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,1903,ddr4,DIMM
1904,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,1904,ddr5,DIMM
1905,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1905,ddr4,DIMM
1906,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,1906,ddr4,DIMM
1907,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,1907,ddr5,DIMM
1908,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,1908,ddr5,DIMM
1909,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,1909,ddr4,DIMM
1910,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,1910,ddr5,DIMM
1911,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,1911,ddr4,DIMM
1912,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,1912,ddr5,DIMM
1913,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,1913,ddr4,DIMM
1914,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,1914,ddr4,DIMM
1915,Crucial Ballistix 32 GB,2,intel,16,False,6.14,1915,ddr5,DIMM
1916,G.Skill Aegis 16 GB,2,intel,16,False,3.06,1916,ddr4,DIMM
1917,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,1917,ddr4,DIMM
1918,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,1918,ddr5,DIMM
1919,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,1919,ddr5,DIMM
1920,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,1920,ddr4,DIMM
1921,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,1921,ddr4,DIMM
1922,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,1922,ddr5,DIMM
1923,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,1923,ddr4,DIMM
1924,G.Skill Aegis 8 GB,2,intel,16,False,3.06,1924,ddr4,DIMM
1925,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,1925,ddr4,DIMM
1926,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,1926,ddr5,DIMM
1927,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,1927,ddr5,DIMM
1928,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1928,ddr4,DIMM
1929,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,1929,ddr4,DIMM
1930,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,1930,ddr4,DIMM
1931,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,1931,ddr4,DIMM
1932,Crucial Ballistix 32 GB,2,intel,16,False,6.14,1932,ddr5,DIMM
1933,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,1933,ddr4,DIMM
1934,Crucial Ballistix 16 GB,2,intel,16,False,3.06,1934,ddr4,DIMM
1935,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,1935,ddr4,DIMM
1936,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,1936,ddr5,DIMM
1937,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,1937,ddr4,DIMM
1938,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,1938,ddr4,DIMM
1939,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,1939,ddr5,DIMM
1940,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,1940,ddr4,DIMM
1941,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,1941,ddr4,DIMM
1942,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,1942,ddr4,DIMM
1943,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,1943,ddr4,DIMM
1944,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,1944,ddr4,DIMM
1945,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,1945,ddr5,DIMM
1946,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,1946,ddr5,DIMM
1947,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,1947,ddr4,DIMM
1948,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,1948,ddr4,DIMM
1949,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,1949,ddr4,DIMM
1950,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,1950,ddr4,DIMM
1951,G.Skill Trident Z RGB 64 GB,4,amd,18,True,6.14,1951,ddr5,DIMM
1952,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,1952,ddr5,DIMM
1953,Corsair Vengeance 16 GB,2,intel,9,False,3.06,1953,ddr4,DIMM
1954,Patriot Viper Steel 16 GB,4,amd,19,True,3.06,1954,ddr4,DIMM
1955,G.Skill Trident Z Royal 128 GB,4,amd,18,True,6.14,1955,ddr5,DIMM
1956,G.Skill Trident Z RGB 32 GB,2,intel,16,False,3.06,1956,ddr4,DIMM
1957,Silicon Power SP016GXLZU320BDAJ5 16 GB,2,intel,16,False,3.06,1957,ddr4,DIMM
1958,Corsair Vengeance LPX 8 GB,2,intel,16,False,3.06,1958,ddr4,DIMM
1959,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,1959,ddr4,DIMM
1960,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,1960,ddr4,DIMM
1961,Crucial Ballistix 64 GB,2,intel,16,False,6.14,1961,ddr5,DIMM
1962,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,1962,ddr4,DIMM
1963,Team T-Force Delta RGB 32 GB,2,intel,16,False,6.14,1963,ddr5,DIMM
1964,Corsair Dominator Platinum RGB 32 GB,4,amd,18,True,3.06,1964,ddr4,DIMM
1965,G.Skill Trident Z Neo 32 GB,2,intel,16,False,3.06,1965,ddr4,DIMM
1966,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,1966,ddr4,DIMM
1967,Patriot Signature 1 GB,2,intel,6,False,6.14,1967,ddr5,DIMM
1968,G.Skill Ripjaws V Series 8 GB,2,intel,16,False,6.14,1968,ddr5,DIMM
1969,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,1969,ddr4,DIMM
