,name,ModelNumber,ecc_Compatability,wattage,dimm_slot,memory_type,pci_express_slot_type,quantity
1261,MSI B450 Gaming Plus MAX,1216,FALSE,65,2,3,1,2
1262,ASRock B560M Pro4,1216,FALSE,65,1,4,3,3
1263,Asus TUF GAMING B550-PLUS,1216,FALSE,65,1,2,2,3
1264,Asus ROG Crosshair VIII Formula,1216,FALSE,65,2,2,4,1
1265,ASRock B550 Phantom Gaming 4,1216,FALSE,65,2,3,4,2
1266,Asus PRIME Z490-P,1216,FALSE,65,2,5,1,3
1267,MSI MPG X570 GAMING PRO CARBON WIFI,1216,FALSE,65,2,4,2,1
1268,Asus TUF GAMING B550M-PLUS (WI-FI),1216,FALSE,65,1,2,1,2
1269,ASRock B560M-HDV,1216,FALSE,65,1,1,4,3
1270,Asus PRIME B560-PLUS,1216,FALSE,65,1,2,2,3
1271,Gigabyte X570 AORUS ELITE,1216,FALSE,65,1,3,4,1
1272,Gigabyte B550 VISION D-P,1216,FALSE,65,2,2,1,3
1273,MSI A320M-A PRO,1216,FALSE,65,2,4,2,3
1274,MSI MPG X570 GAMING PLUS,1216,FALSE,65,1,5,3,1
1275,Gigabyte Z390 AORUS PRO WIFI,1216,FALSE,65,1,1,3,1
1276,MSI MEG X570 UNIFY,1216,FALSE,65,1,5,4,2
1277,ASRock B450 Pro4,1216,FALSE,65,1,2,2,1
1278,Gigabyte TRX40 AORUS XTREME,1216,FALSE,65,1,2,2,2
1279,Gigabyte B550 AORUS PRO AC,1216,FALSE,65,2,1,3,1
1280,Gigabyte B450 AORUS M,1216,FALSE,65,2,4,2,1
1281,ASRock B450M Steel Legend,1216,FALSE,65,1,5,3,3
1282,Gigabyte B560M DS3H,1216,FALSE,65,2,5,1,2
1283,ASRock A320M-HDV R4.0,1216,FALSE,65,2,5,2,3
1284,Gigabyte X570 AORUS XTREME,1216,FALSE,65,1,2,4,2
1285,MSI B450-A PRO MAX,1216,FALSE,65,1,5,4,2
1286,MSI B450 GAMING PRO CARBON MAX WIFI,1216,FALSE,65,1,4,3,1
1287,ASRock B550M-ITX/ac,1216,FALSE,65,2,2,4,3
1288,Asus ROG STRIX Z590-A GAMING WIFI,1216,FALSE,65,1,3,1,1
1289,Asus ROG STRIX B560-A GAMING WIFI,1216,FALSE,65,2,1,1,3
1290,Asus TUF GAMING B450M-PLUS II,1216,FALSE,65,2,3,3,3
1291,MSI B560M PRO-VDH WIFI,1216,FALSE,65,1,1,4,1
1292,Asus ROG Crosshair VIII Hero,1216,FALSE,65,1,5,4,1
1293,MSI MPG B550 GAMING CARBON WIFI,1216,FALSE,65,1,1,4,2
1294,NZXT N7 B550,1216,FALSE,65,1,4,1,1
1295,Asus ROG Strix X570-F Gaming,1216,FALSE,65,2,1,3,1
1296,MSI Z590-A PRO,1216,FALSE,65,1,4,2,2
1297,MSI B450 TOMAHAWK MAX II,1216,FALSE,65,2,3,1,3
1298,Asus PRIME B550M-A (WI-FI),1216,FALSE,65,1,3,2,1
1299,MSI X470 GAMING PLUS MAX,1216,FALSE,65,1,2,2,1
1300,Asus TUF GAMING X570-PLUS (WI-FI),1216,FALSE,65,2,4,1,3
1301,MSI B450 TOMAHAWK MAX,1216,FALSE,65,2,5,1,1
1302,Asus ROG STRIX B550-F GAMING (WI-FI),1216,FALSE,65,1,3,1,2
1303,MSI MAG B550 TOMAHAWK,1216,FALSE,65,1,2,3,3
1304,ASRock B450M Pro4,1216,FALSE,65,2,5,3,3
1305,MSI Z490-A PRO,1216,FALSE,65,1,4,3,3
1306,Asus ROG STRIX B550-A GAMING,1216,FALSE,65,1,3,4,2
1307,MSI B550-A PRO,1216,FALSE,65,1,5,2,2
1308,Asus ROG Strix X570-E Gaming,1216,FALSE,65,1,2,2,3
1309,Gigabyte B450M DS3H V2,1216,FALSE,65,1,2,3,2
1310,MSI MPG Z490 GAMING PLUS,1216,FALSE,65,2,4,4,2
1311,Asus ROG STRIX B450-F GAMING,1216,FALSE,65,2,4,1,1
1312,MSI B550M PRO-VDH WIFI,1216,FALSE,65,1,3,3,3
1313,MSI MAG X570 TOMAHAWK WIFI,1216,FALSE,65,1,2,4,1
1314,Asus ROG Crosshair VIII Dark Hero,1216,FALSE,65,2,1,3,1
1315,Gigabyte B460M DS3H,1216,FALSE,65,2,3,2,3
1316,MSI MPG Z490 GAMING EDGE WIFI,1216,FALSE,65,2,5,2,1
1317,Gigabyte B450 I AORUS PRO WIFI,1216,FALSE,65,2,3,3,3
1318,MSI MPG B550 GAMING EDGE WIFI,1216,FALSE,65,1,3,2,1
1319,Asus ROG STRIX Z490-E GAMING,1216,FALSE,65,1,2,2,3
1320,Asus ROG STRIX B550-F GAMING,1216,FALSE,65,1,5,4,3
1321,Asus ROG STRIX Z590-E GAMING WIFI,1216,FALSE,65,1,5,4,1
1322,Asus ROG Strix X570-I Gaming,1216,FALSE,65,2,3,3,3
1323,Asus PRIME B560M-A,1216,FALSE,65,2,5,2,3
1324,Asus ROG ZENITH II EXTREME ALPHA,1216,FALSE,65,1,5,2,1
1325,MSI MPG B550 GAMING PLUS,1216,FALSE,65,1,1,4,2
1326,Gigabyte X570 AORUS ELITE WIFI,1216,FALSE,65,2,5,3,1
1327,ASRock B450 Steel Legend,1216,FALSE,65,2,2,1,2
1328,Asus PRIME Z390-A,1216,FALSE,65,2,3,1,2
1329,Asus PRIME Z490-A,1216,FALSE,65,2,1,2,1
1330,Asus PRIME B460-PLUS,1216,FALSE,65,1,4,2,3
1331,Gigabyte B550M DS3H,1216,FALSE,65,1,1,4,2
1332,Gigabyte B450 AORUS ELITE V2,1216,FALSE,65,2,1,1,1
1333,Gigabyte B550I AORUS PRO AX,1216,FALSE,65,1,2,2,1
1334,Asus ROG STRIX B450-F GAMING II,1216,FALSE,65,1,1,1,2
1335,Asus PRIME X570-PRO,1216,FALSE,65,2,3,2,2
1336,Gigabyte X570 AORUS MASTER,1216,FALSE,65,1,4,1,2
1337,Asus ROG Crosshair VIII Hero (WI-FI),1216,FALSE,65,1,2,3,1
1338,MSI Z390-A PRO,1216,FALSE,65,2,1,3,2
1339,Asus PRIME H410M-E,1216,FALSE,65,2,2,4,2
1340,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216,FALSE,65,1,1,4,3
1341,MSI B450M BAZOOKA MAX WIFI,1216,FALSE,65,1,1,4,1
1342,Asus ROG MAXIMUS XIII HERO,1216,FALSE,65,1,2,1,3
1343,Asus TUF Gaming Z590-PLUS WIFI,1216,FALSE,65,2,2,3,3
1344,Asus TUF GAMING B560M-PLUS WIFI,1216,FALSE,65,2,2,1,2
1345,Asus TUF GAMING X570-PRO (WI-FI),1216,FALSE,65,2,1,2,2
1346,Asus ROG STRIX B550-I GAMING,1216,FALSE,65,2,2,1,2
1347,ASRock B550M Pro4,1216,FALSE,65,1,3,4,3
1348,MSI B450M PRO-VDH MAX,1216,FALSE,65,1,5,4,1
1349,MSI MAG B550M MORTAR WIFI,1216,FALSE,65,2,1,2,1
1350,Asus PRIME A320M-K,1216,FALSE,65,2,5,3,1
1351,Gigabyte B365M DS3H,1216,FALSE,65,1,4,4,2
1352,Asus PRIME B460M-A,1216,FALSE,65,2,5,3,1
1353,Gigabyte X570 I AORUS PRO WIFI,1216,FALSE,65,2,5,3,2
1354,Gigabyte Z490 VISION G,1216,FALSE,65,2,1,4,2
1355,MSI MPG X570 GAMING EDGE WIFI,1216,FALSE,65,1,3,2,3
1356,Gigabyte B550 AORUS ELITE AX V2,1216,FALSE,65,2,3,4,3
1357,Asus ROG STRIX B550-E GAMING,1216,FALSE,65,2,4,1,2
1358,MSI B460M PRO-VDH WIFI,1216,FALSE,65,2,5,4,1
1359,ASRock B450M-HDV R4.0,1216,FALSE,65,2,4,1,3
1360,Asus TUF GAMING B550-PLUS (WI-FI),1216,FALSE,65,2,5,3,3
1361,MSI B450 Gaming Plus MAX,1216,FALSE,65,2,5,3,3
1362,ASRock B560M Pro4,1216,FALSE,65,2,4,1,3
1363,Asus TUF GAMING B550-PLUS,1216,FALSE,65,2,2,3,1
1364,Asus ROG Crosshair VIII Formula,1216,FALSE,65,2,1,2,3
1365,ASRock B550 Phantom Gaming 4,1216,FALSE,65,1,1,2,3
1366,Asus PRIME Z490-P,1216,FALSE,65,1,5,4,3
1367,MSI MPG X570 GAMING PRO CARBON WIFI,1216,FALSE,65,1,5,4,1
1368,Asus TUF GAMING B550M-PLUS (WI-FI),1216,FALSE,65,1,4,4,2
1369,ASRock B560M-HDV,1216,FALSE,65,1,5,2,2
1370,Asus PRIME B560-PLUS,1216,FALSE,65,2,3,4,2
1371,Gigabyte X570 AORUS ELITE,1216,FALSE,65,2,3,3,2
1372,Gigabyte B550 VISION D-P,1216,FALSE,65,2,4,2,3
1373,MSI A320M-A PRO,1216,FALSE,65,1,5,4,3
1374,MSI MPG X570 GAMING PLUS,1216,FALSE,65,2,1,1,1
1375,Gigabyte Z390 AORUS PRO WIFI,1216,FALSE,65,2,4,1,3
1376,MSI MEG X570 UNIFY,1216,FALSE,65,1,5,1,3
1377,ASRock B450 Pro4,1216,FALSE,65,1,5,4,2
1378,Gigabyte TRX40 AORUS XTREME,1216,FALSE,65,2,1,4,1
1379,Gigabyte B550 AORUS PRO AC,1216,FALSE,65,1,5,2,2
1380,Gigabyte B450 AORUS M,1216,FALSE,65,2,2,4,2
1381,ASRock B450M Steel Legend,1216,FALSE,65,1,3,2,3
1382,Gigabyte B560M DS3H,1216,FALSE,65,2,4,4,1
1383,ASRock A320M-HDV R4.0,1216,FALSE,65,2,4,2,3
1384,Gigabyte X570 AORUS XTREME,1216,FALSE,65,2,4,4,1
1385,MSI B450-A PRO MAX,1216,FALSE,65,1,5,2,3
1386,MSI B450 GAMING PRO CARBON MAX WIFI,1216,FALSE,65,1,5,2,2
1387,ASRock B550M-ITX/ac,1216,FALSE,65,2,5,3,2
1388,Asus ROG STRIX Z590-A GAMING WIFI,1216,FALSE,65,2,5,4,1
1389,Asus ROG STRIX B560-A GAMING WIFI,1216,FALSE,65,1,1,2,2
1390,Asus TUF GAMING B450M-PLUS II,1216,FALSE,65,1,3,2,2
1391,MSI B560M PRO-VDH WIFI,1216,FALSE,65,1,3,3,1
1392,Asus ROG Crosshair VIII Hero,1216,FALSE,65,1,5,3,2
1393,MSI MPG B550 GAMING CARBON WIFI,1216,FALSE,65,1,2,2,2
1394,NZXT N7 B550,1216,FALSE,65,2,1,3,3
1395,Asus ROG Strix X570-F Gaming,1216,FALSE,65,1,4,2,2
1396,MSI Z590-A PRO,1216,FALSE,65,2,4,3,2
1397,MSI B450 TOMAHAWK MAX II,1216,FALSE,65,1,4,2,3
1398,Asus PRIME B550M-A (WI-FI),1216,FALSE,65,2,3,4,3
1399,MSI X470 GAMING PLUS MAX,1216,FALSE,65,2,2,3,3
1400,Asus TUF GAMING X570-PLUS (WI-FI),1216,FALSE,65,1,4,4,1
1401,MSI B450 TOMAHAWK MAX,1216,FALSE,65,1,1,1,3
1402,Asus ROG STRIX B550-F GAMING (WI-FI),1216,FALSE,65,2,5,3,2
1403,MSI MAG B550 TOMAHAWK,1216,FALSE,65,2,5,1,2
1404,ASRock B450M Pro4,1216,FALSE,65,1,4,3,2
1405,MSI Z490-A PRO,1216,FALSE,65,1,2,3,2
1406,Asus ROG STRIX B550-A GAMING,1216,FALSE,65,1,4,1,2
1407,MSI B550-A PRO,1216,FALSE,65,2,2,4,1
1408,Asus ROG Strix X570-E Gaming,1216,FALSE,65,1,4,3,1
1409,Gigabyte B450M DS3H V2,1216,FALSE,65,1,4,2,1
1410,MSI MPG Z490 GAMING PLUS,1216,FALSE,65,1,1,4,1
1411,Asus ROG STRIX B450-F GAMING,1216,FALSE,65,2,2,4,1
1412,MSI B550M PRO-VDH WIFI,1216,FALSE,65,1,4,3,1
1413,MSI MAG X570 TOMAHAWK WIFI,1216,FALSE,65,1,3,1,1
1414,Asus ROG Crosshair VIII Dark Hero,1216,FALSE,65,1,5,1,2
1415,Gigabyte B460M DS3H,1216,FALSE,65,1,3,3,1
1416,MSI MPG Z490 GAMING EDGE WIFI,1216,FALSE,65,2,3,4,3
1417,Gigabyte B450 I AORUS PRO WIFI,1216,FALSE,65,1,3,4,3
1418,MSI MPG B550 GAMING EDGE WIFI,1216,FALSE,65,1,2,3,3
1419,Asus ROG STRIX Z490-E GAMING,1216,FALSE,65,1,5,3,1
1420,Asus ROG STRIX B550-F GAMING,1216,FALSE,65,2,1,4,2
1421,Asus ROG STRIX Z590-E GAMING WIFI,1216,FALSE,65,1,3,4,2
1422,Asus ROG Strix X570-I Gaming,1216,FALSE,65,2,2,4,3
1423,Asus PRIME B560M-A,1216,FALSE,65,2,4,1,2
1424,Asus ROG ZENITH II EXTREME ALPHA,1216,FALSE,65,2,1,4,1
1425,MSI MPG B550 GAMING PLUS,1216,FALSE,65,2,1,1,3
1426,Gigabyte X570 AORUS ELITE WIFI,1216,FALSE,65,1,2,1,1
1427,ASRock B450 Steel Legend,1216,FALSE,65,1,3,2,2
1428,Asus PRIME Z390-A,1216,FALSE,65,1,2,2,3
1429,Asus PRIME Z490-A,1216,FALSE,65,2,3,4,2
1430,Asus PRIME B460-PLUS,1216,FALSE,65,2,1,4,3
1431,Gigabyte B550M DS3H,1216,FALSE,65,2,3,4,1
1432,Gigabyte B450 AORUS ELITE V2,1216,FALSE,65,2,5,4,1
1433,Gigabyte B550I AORUS PRO AX,1216,FALSE,65,1,2,4,1
1434,Asus ROG STRIX B450-F GAMING II,1216,FALSE,65,2,4,2,2
1435,Asus PRIME X570-PRO,1216,FALSE,65,2,1,4,2
1436,Gigabyte X570 AORUS MASTER,1216,FALSE,65,1,3,2,2
1437,Asus ROG Crosshair VIII Hero (WI-FI),1216,FALSE,65,1,3,4,2
1438,MSI Z390-A PRO,1216,FALSE,65,1,3,2,1
1439,Asus PRIME H410M-E,1216,FALSE,65,1,3,2,1
1440,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216,FALSE,65,1,1,4,2
1441,MSI B450M BAZOOKA MAX WIFI,1216,FALSE,65,2,5,3,1
1442,Asus ROG MAXIMUS XIII HERO,1216,FALSE,65,1,4,2,3
1443,Asus TUF Gaming Z590-PLUS WIFI,1216,FALSE,65,2,4,4,1
1444,Asus TUF GAMING B560M-PLUS WIFI,1216,FALSE,65,1,5,1,1
1445,Asus TUF GAMING X570-PRO (WI-FI),1216,FALSE,65,1,3,3,3
1446,Asus ROG STRIX B550-I GAMING,1216,FALSE,65,1,2,2,2
1447,ASRock B550M Pro4,1216,FALSE,65,1,5,4,3
1448,MSI B450M PRO-VDH MAX,1216,FALSE,65,1,3,2,3
1449,MSI MAG B550M MORTAR WIFI,1216,FALSE,65,1,3,2,3
1450,Asus PRIME A320M-K,1216,FALSE,65,1,5,4,3
1451,Gigabyte B365M DS3H,1216,FALSE,65,2,2,4,3
1452,Asus PRIME B460M-A,1216,FALSE,65,1,3,4,1
1453,Gigabyte X570 I AORUS PRO WIFI,1216,FALSE,65,2,3,3,1
1454,Gigabyte Z490 VISION G,1216,FALSE,65,1,1,2,3
1455,MSI MPG X570 GAMING EDGE WIFI,1216,FALSE,65,1,2,3,1
1456,Gigabyte B550 AORUS ELITE AX V2,1216,FALSE,65,1,5,4,2
1457,Asus ROG STRIX B550-E GAMING,1216,FALSE,65,1,2,4,3
1458,MSI B460M PRO-VDH WIFI,1216,FALSE,65,1,3,2,3
1459,ASRock B450M-HDV R4.0,1216,FALSE,65,2,2,1,2
1460,Asus TUF GAMING B550-PLUS (WI-FI),1216,FALSE,65,2,3,2,3
1461,MSI B450 Gaming Plus MAX,1216,FALSE,65,1,2,2,2
1462,ASRock B560M Pro4,1216,FALSE,65,2,2,4,2
1463,Asus TUF GAMING B550-PLUS,1216,FALSE,65,2,3,4,3
1464,Asus ROG Crosshair VIII Formula,1216,FALSE,65,1,5,3,1
1465,ASRock B550 Phantom Gaming 4,1216,FALSE,65,2,4,2,2
1466,Asus PRIME Z490-P,1216,FALSE,65,1,5,4,2
1467,MSI MPG X570 GAMING PRO CARBON WIFI,1216,FALSE,65,2,2,1,2
1468,Asus TUF GAMING B550M-PLUS (WI-FI),1216,FALSE,65,2,2,2,3
1469,ASRock B560M-HDV,1216,FALSE,65,1,5,4,2
1470,Asus PRIME B560-PLUS,1216,FALSE,65,1,2,4,1
1471,Gigabyte X570 AORUS ELITE,1216,FALSE,65,1,3,2,2
1472,Gigabyte B550 VISION D-P,1216,FALSE,65,2,2,4,2
1473,MSI A320M-A PRO,1216,FALSE,65,2,5,4,2
1474,MSI MPG X570 GAMING PLUS,1216,FALSE,65,2,1,1,2
1475,Gigabyte Z390 AORUS PRO WIFI,1216,FALSE,65,1,4,1,1
1476,MSI MEG X570 UNIFY,1216,FALSE,65,1,3,1,3
1477,ASRock B450 Pro4,1216,FALSE,65,2,4,2,1
1478,Gigabyte TRX40 AORUS XTREME,1216,FALSE,65,2,1,3,1
1479,Gigabyte B550 AORUS PRO AC,1216,FALSE,65,1,4,3,3
1480,Gigabyte B450 AORUS M,1216,FALSE,65,1,3,2,3
1481,ASRock B450M Steel Legend,1216,FALSE,65,2,2,2,3
1482,Gigabyte B560M DS3H,1216,FALSE,65,1,3,3,2
1483,ASRock A320M-HDV R4.0,1216,FALSE,65,1,5,3,3
1484,Gigabyte X570 AORUS XTREME,1216,FALSE,65,2,2,1,2
1485,MSI B450-A PRO MAX,1216,FALSE,65,1,2,4,3
1486,MSI B450 GAMING PRO CARBON MAX WIFI,1216,FALSE,65,1,3,1,2
1487,ASRock B550M-ITX/ac,1216,FALSE,65,1,2,3,1
1488,Asus ROG STRIX Z590-A GAMING WIFI,1216,FALSE,65,2,5,1,1
1489,Asus ROG STRIX B560-A GAMING WIFI,1216,FALSE,65,2,4,4,2
1490,Asus TUF GAMING B450M-PLUS II,1216,FALSE,65,1,3,2,1
1491,MSI B560M PRO-VDH WIFI,1216,FALSE,65,1,4,2,2
1492,Asus ROG Crosshair VIII Hero,1216,FALSE,65,2,5,2,3
1493,MSI MPG B550 GAMING CARBON WIFI,1216,FALSE,65,2,3,3,2
1494,NZXT N7 B550,1216,FALSE,65,1,5,1,2
1495,Asus ROG Strix X570-F Gaming,1216,FALSE,65,1,4,4,2
1496,MSI Z590-A PRO,1216,FALSE,65,1,1,4,3
1497,MSI B450 TOMAHAWK MAX II,1216,FALSE,65,2,5,4,2
1498,Asus PRIME B550M-A (WI-FI),1216,FALSE,65,2,2,3,1
1499,MSI X470 GAMING PLUS MAX,1216,FALSE,65,1,5,3,3
1500,Asus TUF GAMING X570-PLUS (WI-FI),1216,FALSE,65,2,5,1,2
1501,MSI B450 TOMAHAWK MAX,1216,FALSE,65,2,1,3,1
1502,Asus ROG STRIX B550-F GAMING (WI-FI),1216,FALSE,65,2,5,1,3
1503,MSI MAG B550 TOMAHAWK,1216,FALSE,65,2,2,2,2
1504,ASRock B450M Pro4,1216,FALSE,65,1,2,2,2
1505,MSI Z490-A PRO,1216,FALSE,65,2,5,3,2
1506,Asus ROG STRIX B550-A GAMING,1216,FALSE,65,1,1,3,2
1507,MSI B550-A PRO,1216,FALSE,65,1,1,3,1
1508,Asus ROG Strix X570-E Gaming,1216,FALSE,65,2,5,3,2
1509,Gigabyte B450M DS3H V2,1216,FALSE,65,2,3,4,1
1510,MSI MPG Z490 GAMING PLUS,1216,FALSE,65,1,3,2,2
1511,Asus ROG STRIX B450-F GAMING,1216,FALSE,65,1,2,3,2
1512,MSI B550M PRO-VDH WIFI,1216,FALSE,65,1,4,1,3
1513,MSI MAG X570 TOMAHAWK WIFI,1216,FALSE,65,2,3,1,1
1514,Asus ROG Crosshair VIII Dark Hero,1216,FALSE,65,2,5,1,1
1515,Gigabyte B460M DS3H,1216,FALSE,65,1,5,4,1
1516,MSI MPG Z490 GAMING EDGE WIFI,1216,FALSE,65,2,4,4,2
1517,Gigabyte B450 I AORUS PRO WIFI,1216,FALSE,65,1,1,2,2
1518,MSI MPG B550 GAMING EDGE WIFI,1216,FALSE,65,2,1,1,1
1519,Asus ROG STRIX Z490-E GAMING,1216,FALSE,65,2,3,3,2
1520,Asus ROG STRIX B550-F GAMING,1216,FALSE,65,1,2,1,2
1521,Asus ROG STRIX Z590-E GAMING WIFI,1216,FALSE,65,2,2,3,2
1522,Asus ROG Strix X570-I Gaming,1216,FALSE,65,2,5,4,2
1523,Asus PRIME B560M-A,1216,FALSE,65,1,3,3,2
1524,Asus ROG ZENITH II EXTREME ALPHA,1216,FALSE,65,2,2,2,1
1525,MSI MPG B550 GAMING PLUS,1216,FALSE,65,2,5,3,2
1526,Gigabyte X570 AORUS ELITE WIFI,1216,FALSE,65,1,4,4,2
1527,ASRock B450 Steel Legend,1216,FALSE,65,2,5,1,1
1528,Asus PRIME Z390-A,1216,FALSE,65,2,1,3,3
1529,Asus PRIME Z490-A,1216,FALSE,65,1,3,2,1
1530,Asus PRIME B460-PLUS,1216,FALSE,65,1,1,1,3
1531,Gigabyte B550M DS3H,1216,FALSE,65,1,5,3,1
1532,Gigabyte B450 AORUS ELITE V2,1216,FALSE,65,1,2,3,3
1533,Gigabyte B550I AORUS PRO AX,1216,FALSE,65,2,5,1,2
1534,Asus ROG STRIX B450-F GAMING II,1216,FALSE,65,1,4,2,2
1535,Asus PRIME X570-PRO,1216,FALSE,65,2,1,4,1
1536,Gigabyte X570 AORUS MASTER,1216,FALSE,65,2,2,1,3
1537,Asus ROG Crosshair VIII Hero (WI-FI),1216,FALSE,65,1,5,2,3
1538,MSI Z390-A PRO,1216,FALSE,65,1,2,3,3
1539,Asus PRIME H410M-E,1216,FALSE,65,2,5,4,3
1540,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216,FALSE,65,2,3,4,2
1541,MSI B450M BAZOOKA MAX WIFI,1216,FALSE,65,2,2,1,3
1542,Asus ROG MAXIMUS XIII HERO,1216,FALSE,65,2,1,3,2
1543,Asus TUF Gaming Z590-PLUS WIFI,1216,FALSE,65,1,4,4,3
1544,Asus TUF GAMING B560M-PLUS WIFI,1216,FALSE,65,2,2,2,3
1545,Asus TUF GAMING X570-PRO (WI-FI),1216,FALSE,65,2,1,2,3
1546,Asus ROG STRIX B550-I GAMING,1216,FALSE,65,2,2,1,1
1547,ASRock B550M Pro4,1216,FALSE,65,2,2,2,2
1548,MSI B450M PRO-VDH MAX,1216,FALSE,65,2,2,3,3
1549,MSI MAG B550M MORTAR WIFI,1216,FALSE,65,1,5,2,2
1550,Asus PRIME A320M-K,1216,FALSE,65,1,3,2,2
1551,Gigabyte B365M DS3H,1216,FALSE,65,2,5,1,1
1552,Asus PRIME B460M-A,1216,FALSE,65,1,2,3,1
1553,Gigabyte X570 I AORUS PRO WIFI,1216,FALSE,65,2,5,2,2
1554,Gigabyte Z490 VISION G,1216,FALSE,65,2,3,2,3
1555,MSI MPG X570 GAMING EDGE WIFI,1216,FALSE,65,2,3,3,1
1556,Gigabyte B550 AORUS ELITE AX V2,1216,FALSE,65,2,3,2,3
1557,Asus ROG STRIX B550-E GAMING,1216,FALSE,65,2,4,2,2
1558,MSI B460M PRO-VDH WIFI,1216,FALSE,65,1,1,2,2
1559,ASRock B450M-HDV R4.0,1216,FALSE,65,1,2,3,2
1560,Asus TUF GAMING B550-PLUS (WI-FI),1216,FALSE,65,1,2,2,1
1561,MSI B450 Gaming Plus MAX,1216,FALSE,65,2,5,2,3
1562,ASRock B560M Pro4,1216,FALSE,65,2,4,4,2
1563,Asus TUF GAMING B550-PLUS,1216,FALSE,65,1,2,1,2
1564,Asus ROG Crosshair VIII Formula,1216,FALSE,65,1,5,3,3
1565,ASRock B550 Phantom Gaming 4,1216,FALSE,65,1,5,4,1
1566,Asus PRIME Z490-P,1216,FALSE,65,1,3,1,1
1567,MSI MPG X570 GAMING PRO CARBON WIFI,1216,FALSE,65,1,1,3,2
1568,Asus TUF GAMING B550M-PLUS (WI-FI),1216,FALSE,65,1,1,1,3
1569,ASRock B560M-HDV,1216,FALSE,65,2,4,4,3
1570,Asus PRIME B560-PLUS,1216,FALSE,65,1,4,4,3
1571,Gigabyte X570 AORUS ELITE,1216,FALSE,65,2,5,1,2
1572,Gigabyte B550 VISION D-P,1216,FALSE,65,2,1,4,1
1573,MSI A320M-A PRO,1216,FALSE,65,1,5,2,1
1574,MSI MPG X570 GAMING PLUS,1216,FALSE,65,2,3,1,1
1575,Gigabyte Z390 AORUS PRO WIFI,1216,FALSE,65,1,2,4,1
1576,MSI MEG X570 UNIFY,1216,FALSE,65,2,4,3,2
1577,ASRock B450 Pro4,1216,FALSE,65,2,5,4,1
1578,Gigabyte TRX40 AORUS XTREME,1216,FALSE,65,1,1,4,1
1579,Gigabyte B550 AORUS PRO AC,1216,FALSE,65,2,1,1,1
1580,Gigabyte B450 AORUS M,1216,FALSE,65,2,2,3,1
1581,ASRock B450M Steel Legend,1216,FALSE,65,2,3,1,3
1582,Gigabyte B560M DS3H,1216,FALSE,65,2,5,2,2
1583,ASRock A320M-HDV R4.0,1216,FALSE,65,2,5,3,2
1584,Gigabyte X570 AORUS XTREME,1216,FALSE,65,2,1,3,2
1585,MSI B450-A PRO MAX,1216,FALSE,65,1,2,2,2
1586,MSI B450 GAMING PRO CARBON MAX WIFI,1216,FALSE,65,2,5,2,2
1587,ASRock B550M-ITX/ac,1216,FALSE,65,2,2,2,2
1588,Asus ROG STRIX Z590-A GAMING WIFI,1216,FALSE,65,1,4,1,1
1589,Asus ROG STRIX B560-A GAMING WIFI,1216,FALSE,65,1,1,4,2
1590,Asus TUF GAMING B450M-PLUS II,1216,FALSE,65,1,4,2,3
1591,MSI B560M PRO-VDH WIFI,1216,FALSE,65,2,2,2,3
1592,Asus ROG Crosshair VIII Hero,1216,FALSE,65,2,5,1,1
1593,MSI MPG B550 GAMING CARBON WIFI,1216,FALSE,65,1,5,4,2
1594,NZXT N7 B550,1216,FALSE,65,1,3,4,1
1595,Asus ROG Strix X570-F Gaming,1216,FALSE,65,1,3,1,1
1596,MSI Z590-A PRO,1216,FALSE,65,1,3,2,3
1597,MSI B450 TOMAHAWK MAX II,1216,FALSE,65,1,2,2,1
1598,Asus PRIME B550M-A (WI-FI),1216,FALSE,65,2,4,3,1
1599,MSI X470 GAMING PLUS MAX,1216,FALSE,65,2,1,3,2
1600,Asus TUF GAMING X570-PLUS (WI-FI),1216,FALSE,65,1,2,2,2
1601,MSI B450 TOMAHAWK MAX,1216,FALSE,65,2,2,1,1
1602,Asus ROG STRIX B550-F GAMING (WI-FI),1216,FALSE,65,2,4,1,2
1603,MSI MAG B550 TOMAHAWK,1216,FALSE,65,1,1,1,1
1604,ASRock B450M Pro4,1216,FALSE,65,2,2,4,2
1605,MSI Z490-A PRO,1216,FALSE,65,1,2,1,1
1606,Asus ROG STRIX B550-A GAMING,1216,FALSE,65,1,3,4,2
1607,MSI B550-A PRO,1216,FALSE,65,1,5,4,2
1608,Asus ROG Strix X570-E Gaming,1216,FALSE,65,1,1,2,2
1609,Gigabyte B450M DS3H V2,1216,FALSE,65,1,3,1,2
1610,MSI MPG Z490 GAMING PLUS,1216,FALSE,65,1,1,2,1
1611,Asus ROG STRIX B450-F GAMING,1216,FALSE,65,2,3,2,2
1612,MSI B550M PRO-VDH WIFI,1216,FALSE,65,1,1,1,3
1613,MSI MAG X570 TOMAHAWK WIFI,1216,FALSE,65,1,1,4,1
1614,Asus ROG Crosshair VIII Dark Hero,1216,FALSE,65,2,4,1,3
1615,Gigabyte B460M DS3H,1216,FALSE,65,1,4,4,1
1616,MSI MPG Z490 GAMING EDGE WIFI,1216,FALSE,65,2,5,3,2
1617,Gigabyte B450 I AORUS PRO WIFI,1216,FALSE,65,1,5,2,2
1618,MSI MPG B550 GAMING EDGE WIFI,1216,FALSE,65,2,2,2,2
